first_name,last_name,gender,major,year,email,dollar_limit,prob_of_activity,prob_of_comment,prob_of_like,ethnicity,age,image_url
lynn,holmes,female,CS,Senior,lynn.holmes71@example.com,11,0.0977,0.038,0.6043,Romulan,20,http://api.randomuser.me/portraits/thumb/women/61.jpg
dale,armstrong,male,CS,Freshman,dale.armstrong12@example.com,6,0.4762,0.6466,0.31,Romulan,29,http://api.randomuser.me/portraits/thumb/men/78.jpg
dan,byrd,male,Aerospace,Grad,dan.byrd74@example.com,5,0.4824,0.4049,0.9876,Romulan,28,http://api.randomuser.me/portraits/thumb/men/78.jpg
guy,wood,male,Aerospace,Junior,guy.wood88@example.com,10,0.1365,0.3188,0.7672,Klingon,28,http://api.randomuser.me/portraits/thumb/men/78.jpg
denise,george,female,Civil,PhD,denise.george43@example.com,9,0.2988,0.2206,0.2264,Human,22,http://api.randomuser.me/portraits/thumb/women/67.jpg
irene,smith,female,Media,Senior,irene.smith21@example.com,9,0.4504,0.4179,0.4321,Martian,25,http://api.randomuser.me/portraits/thumb/women/94.jpg
cameron,riley,male,Architecture,Senior,cameron.riley59@example.com,11,0.4673,0.1718,0.5967,Klingon,22,http://api.randomuser.me/portraits/thumb/men/78.jpg
lance,neal,male,Mech,Senior,lance.neal25@example.com,10,0.0283,0.3798,0.9014,Klingon,19,http://api.randomuser.me/portraits/thumb/men/79.jpg
stacey,bates,female,CS,PhD,stacey.bates23@example.com,11,0.291,0.1784,0.5921,Human,21,http://api.randomuser.me/portraits/thumb/women/76.jpg
victoria,silva,female,CS,Freshman,victoria.silva14@example.com,11,0.3381,0.0058,0.4364,Human,22,http://api.randomuser.me/portraits/thumb/women/49.jpg
danielle,fleming,female,Mech,Freshman,danielle.fleming22@example.com,8,0.101,0.1047,0.8247,Vulcan,22,http://api.randomuser.me/portraits/thumb/women/12.jpg
bernard,howard,male,Architecture,Senior,bernard.howard10@example.com,8,0.1184,0.3471,0.2836,Romulan,27,http://api.randomuser.me/portraits/thumb/men/79.jpg
arnold,robinson,male,CS,Freshman,arnold.robinson44@example.com,7,0.0544,0.2594,0.2026,Martian,23,http://api.randomuser.me/portraits/thumb/men/79.jpg
arthur,king,male,Civil,PhD,arthur.king19@example.com,9,0.4517,0.6434,0.8533,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/79.jpg
wilma,arnold,female,Media,Sophomore,wilma.arnold18@example.com,5,0.3038,0.2595,0.0995,Human,17,http://api.randomuser.me/portraits/thumb/women/71.jpg
ian,murray,male,ECE,PhD,ian.murray85@example.com,11,0.1125,0.0764,0.1092,Martian,28,http://api.randomuser.me/portraits/thumb/men/79.jpg
colleen,powell,female,Mech,Senior,colleen.powell58@example.com,11,0.2433,0.3075,0.3883,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/91.jpg
judy,simpson,female,Mech,Junior,judy.simpson34@example.com,11,0.3314,0.1154,0.6408,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/31.jpg
courtney,mcdonalid,female,Architecture,Grad,courtney.mcdonalid73@example.com,6,0.4714,0.6197,0.358,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/59.jpg
rita,walker,female,Mech,Junior,rita.walker34@example.com,11,0.1288,0.5681,0.745,Martian,28,http://api.randomuser.me/portraits/thumb/women/1.jpg
bryan,fowler,male,Aerospace,Freshman,bryan.fowler51@example.com,5,0.0574,0.6625,0.7866,Romulan,17,http://api.randomuser.me/portraits/thumb/men/79.jpg
alvin,hanson,male,Mech,Freshman,alvin.hanson11@example.com,11,0.2241,0.0921,0.9032,Klingon,26,http://api.randomuser.me/portraits/thumb/men/79.jpg
shelly,garrett,female,Mech,Freshman,shelly.garrett30@example.com,7,0.0862,0.6359,0.0537,Romulan,26,http://api.randomuser.me/portraits/thumb/women/40.jpg
clarence,reid,male,CS,Senior,clarence.reid26@example.com,5,0.039,0.0486,0.7409,Klingon,19,http://api.randomuser.me/portraits/thumb/men/79.jpg
marcus,walters,male,Civil,PhD,marcus.walters48@example.com,5,0.4871,0.4268,0.2817,Martian,29,http://api.randomuser.me/portraits/thumb/men/79.jpg
violet,bradley,female,CS,Grad,violet.bradley90@example.com,10,0.0574,0.638,0.8064,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/67.jpg
william,lopez,male,CS,Freshman,william.lopez60@example.com,7,0.2236,0.324,0.4789,Romulan,21,http://api.randomuser.me/portraits/thumb/men/79.jpg
edna,taylor,female,Media,Sophomore,edna.taylor69@example.com,10,0.2399,0.3874,0.3981,Martian,23,http://api.randomuser.me/portraits/thumb/women/17.jpg
phyllis,henderson,female,Aerospace,Sophomore,phyllis.henderson25@example.com,11,0.0617,0.3207,0.4766,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/10.jpg
brennan,jones,male,CS,Senior,brennan.jones90@example.com,11,0.0146,0.2991,0.5028,Romulan,26,http://api.randomuser.me/portraits/thumb/men/79.jpg
lloyd,brewer,male,CS,Junior,lloyd.brewer93@example.com,7,0.3198,0.2184,0.7724,Romulan,20,http://api.randomuser.me/portraits/thumb/men/79.jpg
katrina,crawford,female,ECE,Senior,katrina.crawford65@example.com,5,0.0869,0.1071,0.6369,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/9.jpg
ida,sanchez,female,Architecture,PhD,ida.sanchez19@example.com,10,0.2461,0.1585,0.6704,Klingon,23,http://api.randomuser.me/portraits/thumb/women/66.jpg
irma,robinson,female,CS,Sophomore,irma.robinson50@example.com,5,0.4008,0.0528,0.641,Human,18,http://api.randomuser.me/portraits/thumb/women/65.jpg
sara,ferguson,female,Civil,Senior,sara.ferguson85@example.com,7,0.3956,0.4346,0.4766,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/8.jpg
william,pena,male,Aerospace,Sophomore,william.pena51@example.com,10,0.2785,0.4509,0.2354,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/8.jpg
vincent,coleman,male,CS,Sophomore,vincent.coleman76@example.com,8,0.0874,0.114,0.2984,Martian,19,http://api.randomuser.me/portraits/thumb/men/8.jpg
eileen,wade,female,CS,Junior,eileen.wade34@example.com,6,0.3144,0.4332,0.3202,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/19.jpg
theresa,gomez,female,CS,Grad,theresa.gomez15@example.com,11,0.374,0.5468,0.6048,Romulan,20,http://api.randomuser.me/portraits/thumb/women/42.jpg
claudia,mitchelle,female,CS,PhD,claudia.mitchelle95@example.com,8,0.0783,0.2186,0.9695,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/10.jpg
leonard,davidson,male,Media,Senior,leonard.davidson34@example.com,6,0.0147,0.5064,0.0005,Human,17,http://api.randomuser.me/portraits/thumb/men/8.jpg
priscilla,cook,female,Media,Freshman,priscilla.cook52@example.com,5,0.4557,0.6891,0.6543,Martian,22,http://api.randomuser.me/portraits/thumb/women/24.jpg
ramona,rodriguez,female,ECE,Senior,ramona.rodriguez22@example.com,8,0.4017,0.3307,0.2331,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/53.jpg
chloe,bailey,female,Aerospace,Grad,chloe.bailey79@example.com,11,0.0919,0.0485,0.5976,Klingon,29,http://api.randomuser.me/portraits/thumb/women/22.jpg
howard,flores,male,Media,Junior,howard.flores64@example.com,5,0.1736,0.3976,0.4781,Martian,18,http://api.randomuser.me/portraits/thumb/men/8.jpg
sarah,day,female,Architecture,Senior,sarah.day28@example.com,9,0.0451,0.5581,0.6897,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/56.jpg
carla,graves,female,Aerospace,Grad,carla.graves94@example.com,10,0.074,0.507,0.2066,Martian,26,http://api.randomuser.me/portraits/thumb/women/33.jpg
arlene,hansen,female,Architecture,Senior,arlene.hansen27@example.com,9,0.2815,0.1804,0.1783,Romulan,19,http://api.randomuser.me/portraits/thumb/women/31.jpg
nathaniel,young,male,Aerospace,PhD,nathaniel.young51@example.com,9,0.4679,0.4558,0.3729,Human,23,http://api.randomuser.me/portraits/thumb/men/8.jpg
mary,cruz,female,Media,Grad,mary.cruz85@example.com,11,0.4399,0.188,0.8785,Martian,23,http://api.randomuser.me/portraits/thumb/women/59.jpg
beatrice,cox,female,Civil,Freshman,beatrice.cox70@example.com,6,0.0275,0.4424,0.3433,Klingon,22,http://api.randomuser.me/portraits/thumb/women/69.jpg
irma,watkins,female,Aerospace,Senior,irma.watkins17@example.com,7,0.2803,0.0873,0.6925,Martian,24,http://api.randomuser.me/portraits/thumb/women/25.jpg
scott,mcdonalid,male,Aerospace,Senior,scott.mcdonalid61@example.com,5,0.1007,0.1782,0.4204,Romulan,23,http://api.randomuser.me/portraits/thumb/men/8.jpg
charlotte,vasquez,female,Civil,Senior,charlotte.vasquez97@example.com,10,0.2296,0.4768,0.513,Romulan,26,http://api.randomuser.me/portraits/thumb/women/63.jpg
tiffany,garcia,female,CS,Sophomore,tiffany.garcia91@example.com,6,0.2763,0.5789,0.2778,Human,17,http://api.randomuser.me/portraits/thumb/women/75.jpg
fred,ramirez,male,Mech,PhD,fred.ramirez73@example.com,10,0.0532,0.6086,0.0154,Martian,22,http://api.randomuser.me/portraits/thumb/men/8.jpg
marie,wheeler,female,Architecture,Sophomore,marie.wheeler11@example.com,11,0.1921,0.3826,0.1767,Romulan,17,http://api.randomuser.me/portraits/thumb/women/65.jpg
bernice,anderson,female,Media,Grad,bernice.anderson11@example.com,10,0.4998,0.1942,0.5579,Vulcan,24,http://api.randomuser.me/portraits/thumb/women/50.jpg
herminia,fernandez,female,Architecture,Sophomore,herminia.fernandez72@example.com,7,0.2963,0.6301,0.7766,Human,19,http://api.randomuser.me/portraits/thumb/women/64.jpg
ian,taylor,male,ECE,Grad,ian.taylor56@example.com,7,0.1165,0.3474,0.5508,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/8.jpg
troy,dean,male,Architecture,PhD,troy.dean84@example.com,7,0.0927,0.2405,0.6052,Human,28,http://api.randomuser.me/portraits/thumb/men/8.jpg
kristin,young,female,ECE,Grad,kristin.young46@example.com,9,0.3495,0.5425,0.294,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/50.jpg
tracy,garcia,male,CS,Freshman,tracy.garcia26@example.com,9,0.2586,0.3126,0.7094,Human,17,http://api.randomuser.me/portraits/thumb/men/8.jpg
mike,rodriguez,male,CS,Junior,mike.rodriguez67@example.com,9,0.1853,0.1608,0.0115,Human,27,http://api.randomuser.me/portraits/thumb/men/8.jpg
layla,reynolds,female,Media,Junior,layla.reynolds38@example.com,10,0.3684,0.5704,0.7113,Martian,26,http://api.randomuser.me/portraits/thumb/women/26.jpg
audrey,medina,female,Architecture,Sophomore,audrey.medina26@example.com,5,0.4131,0.6539,0.0216,Human,25,http://api.randomuser.me/portraits/thumb/women/61.jpg
kylie,terry,female,Mech,Freshman,kylie.terry28@example.com,8,0.0439,0.4297,0.3147,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/83.jpg
lester,morrison,male,Aerospace,Grad,lester.morrison98@example.com,10,0.2044,0.041,0.424,Romulan,29,http://api.randomuser.me/portraits/thumb/men/8.jpg
luke,powell,male,Media,Freshman,luke.powell26@example.com,10,0.1225,0.5812,0.213,Human,23,http://api.randomuser.me/portraits/thumb/men/8.jpg
delores,pierce,female,Media,PhD,delores.pierce81@example.com,10,0.3816,0.4853,0.0055,Martian,18,http://api.randomuser.me/portraits/thumb/women/83.jpg
elsie,castillo,female,ECE,Grad,elsie.castillo88@example.com,11,0.1734,0.1109,0.6642,Vulcan,17,http://api.randomuser.me/portraits/thumb/women/8.jpg
gerald,wood,male,CS,Sophomore,gerald.wood48@example.com,11,0.257,0.2649,0.4878,Martian,22,http://api.randomuser.me/portraits/thumb/men/8.jpg
alexander,mills,male,Media,Freshman,alexander.mills26@example.com,9,0.2597,0.5942,0.9188,Vulcan,22,http://api.randomuser.me/portraits/thumb/men/80.jpg
raul,garrett,male,Civil,Sophomore,raul.garrett26@example.com,10,0.295,0.2593,0.0936,Romulan,24,http://api.randomuser.me/portraits/thumb/men/80.jpg
peyton,thomas,female,Mech,Freshman,peyton.thomas90@example.com,5,0.4681,0.2539,0.8017,Martian,22,http://api.randomuser.me/portraits/thumb/women/39.jpg
arnold,russell,male,Media,Freshman,arnold.russell30@example.com,11,0.4707,0.1715,0.3249,Romulan,28,http://api.randomuser.me/portraits/thumb/men/80.jpg
amy,brewer,female,Mech,PhD,amy.brewer38@example.com,11,0.2453,0.2262,0.0216,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/83.jpg
miguel,campbell,male,Mech,Senior,miguel.campbell34@example.com,6,0.2596,0.2227,0.2195,Romulan,24,http://api.randomuser.me/portraits/thumb/men/80.jpg
brandon,peters,male,CS,Freshman,brandon.peters30@example.com,9,0.2419,0.5223,0.8495,Martian,21,http://api.randomuser.me/portraits/thumb/men/80.jpg
tomothy,lucas,male,Aerospace,Freshman,tomothy.lucas86@example.com,8,0.0256,0.4859,0.4762,Klingon,21,http://api.randomuser.me/portraits/thumb/men/80.jpg
claire,hicks,female,CS,Grad,claire.hicks75@example.com,11,0.296,0.2881,0.4172,Vulcan,29,http://api.randomuser.me/portraits/thumb/women/91.jpg
andre,robinson,male,Civil,Sophomore,andre.robinson32@example.com,8,0.1353,0.5513,0.8565,Klingon,17,http://api.randomuser.me/portraits/thumb/men/80.jpg
lillie,harrison,female,Architecture,Grad,lillie.harrison34@example.com,5,0.2541,0.4288,0.6734,Klingon,19,http://api.randomuser.me/portraits/thumb/women/6.jpg
mildred,ryan,female,ECE,Freshman,mildred.ryan26@example.com,11,0.1168,0.459,0.0842,Klingon,17,http://api.randomuser.me/portraits/thumb/women/69.jpg
susan,torres,female,Media,Sophomore,susan.torres92@example.com,7,0.2042,0.456,0.4673,Klingon,22,http://api.randomuser.me/portraits/thumb/women/76.jpg
marc,howard,male,Civil,Junior,marc.howard82@example.com,6,0.1912,0.367,0.9642,Klingon,25,http://api.randomuser.me/portraits/thumb/men/80.jpg
julio,mcdonalid,male,Civil,Senior,julio.mcdonalid16@example.com,7,0.3891,0.0696,0.0859,Human,24,http://api.randomuser.me/portraits/thumb/men/80.jpg
brandy,cox,female,Aerospace,Junior,brandy.cox47@example.com,6,0.1881,0.3356,0.1842,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/23.jpg
ted,dunn,male,Media,Sophomore,ted.dunn43@example.com,8,0.0315,0.4814,0.1536,Martian,19,http://api.randomuser.me/portraits/thumb/men/80.jpg
marjorie,evans,female,Media,Senior,marjorie.evans70@example.com,10,0.2901,0.491,0.8972,Romulan,19,http://api.randomuser.me/portraits/thumb/women/42.jpg
byron,simmmons,male,Aerospace,Senior,byron.simmmons73@example.com,7,0.3624,0.3065,0.7304,Human,23,http://api.randomuser.me/portraits/thumb/men/80.jpg
aubrey,pena,female,Media,PhD,aubrey.pena71@example.com,11,0.0923,0.4274,0.7374,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/24.jpg
brandon,bradley,male,Media,Freshman,brandon.bradley73@example.com,7,0.4041,0.1242,0.2548,Human,17,http://api.randomuser.me/portraits/thumb/men/81.jpg
darlene,bowman,female,Mech,Senior,darlene.bowman11@example.com,11,0.045,0.283,0.2934,Human,22,http://api.randomuser.me/portraits/thumb/women/38.jpg
daryl,welch,male,Mech,Junior,daryl.welch97@example.com,10,0.0999,0.5161,0.0287,Romulan,24,http://api.randomuser.me/portraits/thumb/men/81.jpg
robin,freeman,female,Aerospace,Grad,robin.freeman28@example.com,6,0.2002,0.0544,0.326,Klingon,24,http://api.randomuser.me/portraits/thumb/women/5.jpg
carla,larson,female,ECE,Junior,carla.larson59@example.com,7,0.1169,0.1193,0.5834,Klingon,25,http://api.randomuser.me/portraits/thumb/women/38.jpg
claude,cox,male,Aerospace,Freshman,claude.cox21@example.com,11,0.4908,0.0365,0.2975,Martian,19,http://api.randomuser.me/portraits/thumb/men/81.jpg
craig,chambers,male,CS,Junior,craig.chambers74@example.com,9,0.0239,0.0331,0.448,Romulan,22,http://api.randomuser.me/portraits/thumb/men/81.jpg
connie,king,female,Aerospace,Senior,connie.king75@example.com,6,0.3418,0.405,0.8203,Martian,17,http://api.randomuser.me/portraits/thumb/women/44.jpg
ron,freeman,male,ECE,Freshman,ron.freeman90@example.com,7,0.1282,0.09,0.0136,Romulan,22,http://api.randomuser.me/portraits/thumb/men/81.jpg
harry,wells,male,Mech,Grad,harry.wells76@example.com,5,0.3283,0.1563,0.4193,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/81.jpg
andrea,west,female,ECE,Grad,andrea.west81@example.com,5,0.0022,0.0551,0.5637,Human,27,http://api.randomuser.me/portraits/thumb/women/26.jpg
miguel,medina,male,Mech,Freshman,miguel.medina77@example.com,5,0.1229,0.007,0.3807,Human,27,http://api.randomuser.me/portraits/thumb/men/81.jpg
eleanor,gomez,female,Architecture,Junior,eleanor.gomez91@example.com,6,0.2727,0.4463,0.0297,Romulan,24,http://api.randomuser.me/portraits/thumb/women/17.jpg
carter,lee,male,Media,Senior,carter.lee56@example.com,7,0.3266,0.6604,0.0123,Vulcan,29,http://api.randomuser.me/portraits/thumb/men/81.jpg
everett,fowler,male,ECE,Freshman,everett.fowler17@example.com,7,0.1135,0.1786,0.8174,Martian,19,http://api.randomuser.me/portraits/thumb/men/81.jpg
jeanne,green,female,ECE,PhD,jeanne.green24@example.com,8,0.0775,0.311,0.355,Human,21,http://api.randomuser.me/portraits/thumb/women/90.jpg
ted,peterson,male,CS,Junior,ted.peterson41@example.com,7,0.0717,0.2555,0.3542,Klingon,17,http://api.randomuser.me/portraits/thumb/men/81.jpg
christopher,riley,male,Media,Grad,christopher.riley97@example.com,6,0.3496,0.1293,0.9074,Human,21,http://api.randomuser.me/portraits/thumb/men/81.jpg
antonio,ramos,male,Mech,Freshman,antonio.ramos89@example.com,8,0.4727,0.602,0.4181,Klingon,23,http://api.randomuser.me/portraits/thumb/men/82.jpg
lois,wells,female,CS,Sophomore,lois.wells73@example.com,7,0.0096,0.3753,0.1612,Romulan,19,http://api.randomuser.me/portraits/thumb/women/13.jpg
gabriel,stevens,male,ECE,Junior,gabriel.stevens27@example.com,5,0.1627,0.3052,0.9882,Romulan,26,http://api.randomuser.me/portraits/thumb/men/82.jpg
sean,turner,male,ECE,Grad,sean.turner26@example.com,11,0.0634,0.3536,0.5722,Martian,22,http://api.randomuser.me/portraits/thumb/men/82.jpg
kylie,butler,female,CS,Sophomore,kylie.butler92@example.com,11,0.0051,0.0205,0.2029,Vulcan,23,http://api.randomuser.me/portraits/thumb/women/88.jpg
alicia,olson,female,CS,Sophomore,alicia.olson64@example.com,10,0.0452,0.149,0.5027,Human,23,http://api.randomuser.me/portraits/thumb/women/26.jpg
edward,henry,male,Aerospace,Freshman,edward.henry69@example.com,8,0.3577,0.263,0.2651,Human,23,http://api.randomuser.me/portraits/thumb/men/82.jpg
alan,horton,male,ECE,PhD,alan.horton63@example.com,9,0.4705,0.5182,0.4236,Klingon,19,http://api.randomuser.me/portraits/thumb/men/82.jpg
thomas,day,male,Architecture,Senior,thomas.day97@example.com,10,0.1332,0.0966,0.1566,Vulcan,21,http://api.randomuser.me/portraits/thumb/men/82.jpg
mathew,fuller,male,Aerospace,Freshman,mathew.fuller76@example.com,6,0.4699,0.1978,0.013,Human,26,http://api.randomuser.me/portraits/thumb/men/82.jpg
phillip,burton,male,ECE,Junior,phillip.burton37@example.com,5,0.0942,0.5955,0.3712,Klingon,21,http://api.randomuser.me/portraits/thumb/men/82.jpg
javier,gonzalez,male,Civil,Junior,javier.gonzalez68@example.com,9,0.1534,0.4639,0.0717,Martian,19,http://api.randomuser.me/portraits/thumb/men/82.jpg
joyce,palmer,female,ECE,Junior,joyce.palmer32@example.com,10,0.2803,0.2753,0.0285,Klingon,29,http://api.randomuser.me/portraits/thumb/women/17.jpg
kelly,caldwell,female,ECE,Senior,kelly.caldwell92@example.com,9,0.2396,0.4783,0.1907,Klingon,18,http://api.randomuser.me/portraits/thumb/women/26.jpg
mario,young,male,CS,Senior,mario.young57@example.com,7,0.4624,0.3904,0.2411,Vulcan,28,http://api.randomuser.me/portraits/thumb/men/82.jpg
katrina,cole,female,Architecture,Junior,katrina.cole98@example.com,5,0.1997,0.518,0.7483,Romulan,28,http://api.randomuser.me/portraits/thumb/women/31.jpg
nathaniel,gordon,male,Civil,Sophomore,nathaniel.gordon58@example.com,6,0.2158,0.2467,0.4709,Martian,26,http://api.randomuser.me/portraits/thumb/men/82.jpg
brian,snyder,male,Mech,Sophomore,brian.snyder37@example.com,11,0.4594,0.3674,0.4619,Martian,21,http://api.randomuser.me/portraits/thumb/men/82.jpg
george,bryant,male,ECE,Grad,george.bryant27@example.com,7,0.4478,0.0734,0.5893,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/82.jpg
gladys,chavez,female,ECE,Sophomore,gladys.chavez47@example.com,9,0.4018,0.2247,0.5724,Martian,26,http://api.randomuser.me/portraits/thumb/women/41.jpg
dan,rice,male,CS,Junior,dan.rice26@example.com,9,0.0888,0.3678,0.4316,Human,26,http://api.randomuser.me/portraits/thumb/men/82.jpg
jamie,weaver,male,Civil,Freshman,jamie.weaver23@example.com,9,0.1531,0.656,0.6761,Vulcan,19,http://api.randomuser.me/portraits/thumb/men/82.jpg
peter,frazier,male,Media,Sophomore,peter.frazier90@example.com,7,0.1134,0.1465,0.2484,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/82.jpg
eileen,hayes,female,Architecture,Sophomore,eileen.hayes80@example.com,5,0.2853,0.6029,0.8638,Romulan,21,http://api.randomuser.me/portraits/thumb/women/35.jpg
bruce,curtis,male,Aerospace,Freshman,bruce.curtis20@example.com,6,0.0812,0.5116,0.5097,Klingon,18,http://api.randomuser.me/portraits/thumb/men/83.jpg
patsy,hawkins,female,Architecture,Grad,patsy.hawkins78@example.com,11,0.2101,0.3453,0.3979,Human,22,http://api.randomuser.me/portraits/thumb/women/51.jpg
earl,hart,male,CS,Grad,earl.hart73@example.com,9,0.0649,0.697,0.1,Romulan,25,http://api.randomuser.me/portraits/thumb/men/83.jpg
alice,harris,female,Architecture,PhD,alice.harris54@example.com,6,0.1806,0.1934,0.7147,Klingon,21,http://api.randomuser.me/portraits/thumb/women/74.jpg
dave,miller,male,Architecture,Sophomore,dave.miller84@example.com,8,0.1103,0.1701,0.5663,Klingon,23,http://api.randomuser.me/portraits/thumb/men/83.jpg
juan,hansen,male,Architecture,Grad,juan.hansen96@example.com,9,0.3437,0.6404,0.2856,Klingon,19,http://api.randomuser.me/portraits/thumb/men/83.jpg
freddie,walters,male,Architecture,Freshman,freddie.walters36@example.com,10,0.4804,0.2694,0.1772,Martian,22,http://api.randomuser.me/portraits/thumb/men/83.jpg
gail,douglas,female,Architecture,Sophomore,gail.douglas76@example.com,7,0.4009,0.2224,0.0717,Vulcan,21,http://api.randomuser.me/portraits/thumb/women/42.jpg
floyd,carlson,male,ECE,Junior,floyd.carlson15@example.com,8,0.0024,0.0369,0.7534,Martian,24,http://api.randomuser.me/portraits/thumb/men/83.jpg
marcia,mccoy,female,Aerospace,Sophomore,marcia.mccoy84@example.com,10,0.3945,0.1979,0.2169,Romulan,22,http://api.randomuser.me/portraits/thumb/women/28.jpg
suzanne,taylor,female,Mech,Senior,suzanne.taylor53@example.com,9,0.2299,0.5178,0.3133,Vulcan,20,http://api.randomuser.me/portraits/thumb/women/61.jpg
riley,robinson,female,Civil,Freshman,riley.robinson82@example.com,10,0.3402,0.2108,0.289,Romulan,26,http://api.randomuser.me/portraits/thumb/women/69.jpg
sharlene,jones,female,CS,PhD,sharlene.jones37@example.com,10,0.4853,0.4356,0.5927,Romulan,17,http://api.randomuser.me/portraits/thumb/women/44.jpg
annette,andrews,female,Mech,Grad,annette.andrews22@example.com,7,0.4446,0.0837,0.6677,Romulan,26,http://api.randomuser.me/portraits/thumb/women/19.jpg
george,graves,male,Mech,PhD,george.graves48@example.com,5,0.4597,0.5543,0.1571,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/83.jpg
jerry,torres,male,CS,Junior,jerry.torres53@example.com,6,0.4068,0.2074,0.3363,Romulan,23,http://api.randomuser.me/portraits/thumb/men/83.jpg
mildred,brooks,female,CS,Senior,mildred.brooks29@example.com,11,0.0939,0.1154,0.9068,Klingon,21,http://api.randomuser.me/portraits/thumb/women/20.jpg
lois,fields,female,CS,Grad,lois.fields51@example.com,10,0.3686,0.0191,0.7873,Vulcan,19,http://api.randomuser.me/portraits/thumb/women/65.jpg
katherine,jordan,female,Mech,Junior,katherine.jordan53@example.com,10,0.2918,0.2998,0.0828,Martian,20,http://api.randomuser.me/portraits/thumb/women/88.jpg
jon,meyer,male,Civil,Sophomore,jon.meyer67@example.com,7,0.483,0.0518,0.0678,Human,22,http://api.randomuser.me/portraits/thumb/men/83.jpg
emma,holt,female,CS,Senior,emma.holt82@example.com,5,0.4618,0.6277,0.1884,Martian,28,http://api.randomuser.me/portraits/thumb/women/11.jpg
sherry,carr,female,Architecture,PhD,sherry.carr46@example.com,11,0.0223,0.5899,0.2316,Romulan,25,http://api.randomuser.me/portraits/thumb/women/94.jpg
michele,carpenter,female,CS,Freshman,michele.carpenter53@example.com,7,0.1252,0.559,0.0108,Vulcan,27,http://api.randomuser.me/portraits/thumb/women/32.jpg
sarah,vargas,female,ECE,Senior,sarah.vargas97@example.com,11,0.359,0.4173,0.124,Human,18,http://api.randomuser.me/portraits/thumb/women/34.jpg
jo,king,female,Architecture,Senior,jo.king49@example.com,9,0.4216,0.4003,0.8832,Human,28,http://api.randomuser.me/portraits/thumb/women/54.jpg
kristen,perkins,female,CS,PhD,kristen.perkins95@example.com,6,0.0778,0.0224,0.7025,Romulan,22,http://api.randomuser.me/portraits/thumb/women/70.jpg
minnie,cook,female,CS,Junior,minnie.cook93@example.com,9,0.1664,0.5068,0.6507,Martian,20,http://api.randomuser.me/portraits/thumb/women/77.jpg
sebastian,ellis,male,Civil,Senior,sebastian.ellis38@example.com,9,0.0081,0.2176,0.1155,Martian,29,http://api.randomuser.me/portraits/thumb/men/83.jpg
chris,graves,male,ECE,PhD,chris.graves33@example.com,11,0.3073,0.544,0.7124,Martian,26,http://api.randomuser.me/portraits/thumb/men/83.jpg
warren,tucker,male,Civil,Junior,warren.tucker10@example.com,6,0.4805,0.4669,0.7881,Vulcan,24,http://api.randomuser.me/portraits/thumb/men/84.jpg
mattie,riley,female,Aerospace,Freshman,mattie.riley33@example.com,9,0.2231,0.6374,0.8241,Vulcan,28,http://api.randomuser.me/portraits/thumb/women/44.jpg
john,hernandez,male,ECE,Junior,john.hernandez93@example.com,10,0.0236,0.1495,0.432,Klingon,24,http://api.randomuser.me/portraits/thumb/men/84.jpg
perry,reed,male,Civil,Senior,perry.reed39@example.com,11,0.2069,0.6741,0.6949,Human,19,http://api.randomuser.me/portraits/thumb/men/84.jpg
avery,reid,female,ECE,PhD,avery.reid42@example.com,11,0.3916,0.5589,0.9898,Klingon,29,http://api.randomuser.me/portraits/thumb/women/64.jpg
lois,bell,female,Civil,Senior,lois.bell66@example.com,6,0.4495,0.2449,0.1146,Vulcan,25,http://api.randomuser.me/portraits/thumb/women/88.jpg
veronica,craig,female,Media,PhD,veronica.craig31@example.com,8,0.4442,0.522,0.0053,Klingon,29,http://api.randomuser.me/portraits/thumb/women/2.jpg
amanda,graham,female,Mech,Junior,amanda.graham61@example.com,5,0.1185,0.6178,0.7121,Romulan,24,http://api.randomuser.me/portraits/thumb/women/69.jpg
tyler,warren,male,Media,Freshman,tyler.warren85@example.com,5,0.3108,0.6346,0.5177,Vulcan,18,http://api.randomuser.me/portraits/thumb/men/84.jpg
milton,gordon,male,CS,Freshman,milton.gordon20@example.com,6,0.1315,0.2827,0.2855,Vulcan,23,http://api.randomuser.me/portraits/thumb/men/84.jpg
